NB_Thread;Run_ID;Acc
4;33;0.000183936235438
4;34;0.000206682741991
4;35;0.000170590242238
4;36;0.000148573692552
4;37;0.00019040365575
4;38;0.00021436227224
4;39;0.000161777394305
4;40;0.000159565980533
4;41;0.000164419598816
4;42;0.000190307028673
4;43;0.000134438718351
4;44;0.000219715834188
4;45;0.000185666542889
4;46;0.000195185426155
4;47;0.000168577208361
4;48;0.000155827965926
4;49;0.000218467812409
4;50;0.000202894630055
4;51;0.000148713627125
4;52;0.00015373577944
4;53;0.000142823137348
4;54;0.000178944229049
4;55;0.000149365197909
4;56;0.000171673819742
4;57;0.000205775430414
4;58;0.000180299296833
4;59;0.000171144959781
4;60;0.000152052711607
4;61;0.000150120096077
4;62;0.000146828504307
4;63;0.000183891136447
4;64;0.000229515721827
4;65;0.000183463796477
4;66;0.000172681747539
4;67;0.000270392068499
4;68;0.000208550573514
4;69;0.000244897959184
4;70;0.000212359311956
4;71;0.000153704272979
4;72;0.000137293487712
4;73;0.000184128153195
4;74;0.00017353077279
4;75;0.000143919405133
4;76;0.000161385765775
4;77;0.000158420024291
4;78;0.000149001688686
4;79;0.000160222174749
4;80;0.000159371015725
4;81;0.000235811979249
4;82;0.000247790534402
4;83;0.000277264325323
4;84;0.0002114761032
4;85;0.000171614896173
4;86;0.000201045436269
4;87;0.000225259047905
4;88;0.000298477763407
4;89;0.000220426157237
4;90;0.000183306855676
4;91;0.000245962121833
4;92;0.000197850029678
4;93;0.000149001688686
4;94;0.00015199108319
4;95;0.000203804347826
4;96;0.000175162024873
4;97;0.000259179265659
4;98;0.000175305323438
4;99;0.000188631790744
8;0;0.000156079288278
8;1;0.000168577208361
8;2;0.000217959895379
8;3;0.000220523375478
8;4;0.000181017317323
8;5;0.000193012931866
8;6;0.000178794922224
8;7;0.000185116623473
8;8;0.000177767243423
8;9;0.000174774249927
8;10;0.000226363842149
8;11;0.000203998368013
8;12;0.000224904415623
8;13;0.000166879902097
8;14;0.000218054949847
8;15;0.000175644028103
8;16;0.000165947560571
8;17;0.000179125865775
8;18;0.000170039108995
8;19;0.000175654312313
8;20;0.00019244338957
8;21;0.000211000140667
8;22;0.000151308821304
8;23;0.00020817431129
8;24;0.000219828533744
8;25;0.000176709666019
8;26;0.000177074725534
8;27;0.000210157618214
8;28;0.000188418540384
8;29;0.000208087674273
8;30;0.000157521659228
8;31;0.000140838458288
8;32;0.000162654521796
8;33;0.000218245307726
8;34;0.000222255148911
8;35;0.000169376693767
8;36;0.000166407810073
8;37;0.000210674157303
8;38;0.000192196809533
8;39;0.000221795061363
8;40;0.000233136462543
8;41;0.000168937943462
8;42;0.0001876759462
8;43;0.000214301021502
8;44;0.000155933260564
8;45;0.000224702269493
8;46;0.000204457166224
8;47;0.000180266794856
8;48;0.000214163335237
8;49;0.000221320545924
8;50;0.000204443232929
8;51;0.00019040365575
8;52;0.000146598905395
8;53;0.000230361667818
8;54;0.000159481154644
8;55;0.000160797555877
8;56;0.000195160031226
8;57;0.000181499183254
8;58;0.000179361473156
8;59;0.000150240384615
8;60;0.00021623180049
8;61;0.000229060090097
8;62;0.000213189312109
8;63;0.000199693802836
8;64;0.000222189305288
8;65;0.000170979140545
8;66;0.000168321831342
8;67;0.000183194919394
8;68;0.000230167254872
8;69;0.000157986202538
8;70;0.000159134309357
8;71;0.000149476831091
8;72;0.000154838709677
8;73;0.00019638648861
8;74;0.000163016899419
8;75;0.000162100826714
8;76;0.000173500665086
8;77;0.000214838155256
8;78;0.000215873929625
8;79;0.000187593796898
8;80;0.000227600333814
8;81;0.000183924958617
8;82;0.000181236029723
8;83;0.000188430374976
8;84;0.000150504189033
8;85;0.000221467591909
8;86;0.000186173513715
8;87;0.000144857556736
8;88;0.00016616816218
8;89;0.00020323826299
8;90;0.000217470097862
8;91;0.00015216068168
8;92;0.000188040616773
8;93;0.000217896571761
8;94;0.000153335037056
8;95;0.000195554396715
8;96;0.000152446770669
8;97;0.00018281535649
8;98;0.000209951711106
8;99;0.000163737583233
16;0;0.000147826943924
16;1;0.000152741713762
16;2;0.000121442739748
16;3;0.000139457047229
16;4;0.000149872608283
16;5;0.000165709235528
16;6;0.000180418571085
16;7;0.000142768762195
16;8;0.000129071118186
16;9;0.000114116170261
16;10;0.000126326427489
16;11;0.000131457867753
16;12;0.000118207967217
16;13;0.000137086455858
16;14;0.00013150973172
16;15;0.000144050705848
16;16;0.0001638001638
16;17;0.000138433851691
16;18;0.00013141180078
16;19;0.000136537411251
16;20;0.000182071979122
16;21;0.000167588402883
16;22;0.000164024056862
16;23;0.000176980709103
16;24;0.000151852601741
16;25;0.000123492364055
16;26;0.00016461808604
16;27;0.000135808057945
16;28;0.000163889647637
16;29;0.000158144438587
16;30;0.000128166787713
16;31;0.000175213176031
16;32;0.00013161935682
16;33;0.000161281651524
16;34;0.00014365064164
16;35;0.000128221566868
16;36;0.000153045607591
16;37;0.000188893086513
16;38;0.000189131257092
16;39;0.000186764614331
16;40;0.000157117419085
16;41;0.000164699423552
16;42;0.000151285930408
16;43;0.000151783455603
16;44;0.000144682903304
16;45;0.000139411682699
16;46;0.000129982668977
16;47;0.000140088722858
16;48;0.000179147259047
16;49;0.000180483696306
16;50;0.000146412884334
16;51;0.000163612565445
16;52;0.000153964588145
16;53;0.000146806948862
16;54;0.000106628754221
16;55;0.00016973125884
16;56;0.000175880870024
16;57;0.000177756710316
16;58;0.00018107194592
16;59;0.000181345584235
16;60;0.000173601064753
16;61;0.00015200648561
16;62;0.000189597421475
16;63;0.000159041509834
16;64;0.000148610491901
16;65;0.000104387765754
16;66;0.000139075610774
16;67;0.000135409614083
16;68;0.000161943319838
16;69;0.000178221350918
16;70;0.000155811779371
16;71;0.000144661973189
16;72;0.000132860938884
16;73;0.00017931858936
16;74;0.000145645208273
16;75;0.000141302811926
16;76;0.000161725067385
16;77;0.000171369816063
16;78;0.000146785399746
16;79;0.000128584287
16;80;0.00012801365479
16;81;0.00013848497438
16;82;0.000134831460674
16;83;0.000148802142751
16;84;0.000112099245198
16;85;0.000168615107914
16;86;0.000169933159624
16;87;0.00015459933007
16;88;0.00014394012091
16;89;0.000147783251232
16;90;0.000172384071712
16;91;0.000149031296572
16;92;0.000131440588854
16;93;0.000177399325883
16;94;0.000126984126984
16;95;0.000169386257128
16;96;0.000165828312421
16;97;0.000155054786024
16;98;0.000144314027323
16;99;0.000138741155251
32;0;9.84801234284e-05
32;1;0.000115598027127
32;2;0.000118807175953
32;3;8.7376944137e-05
32;4;0.000106624964458
32;5;0.000114268301973
32;6;0.000117205813408
32;7;9.69932104753e-05
32;8;0.000113908189999
32;9;0.000105689624802
32;10;8.75401225562e-05
32;11;9.65965804811e-05
32;12;0.000106153356215
32;13;0.000103220478943
32;14;0.000120467413565
32;15;0.000114705207616
32;16;0.000114172629015
32;17;0.000126087504728
32;18;0.000121241513094
32;19;0.000114320554836
32;20;0.000108916642463
32;21;0.000111094652644
32;22;0.000114867710687
32;23;9.18498561019e-05
32;24;9.66339185054e-05
32;25;8.77398221806e-05
32;26;8.26036676028e-05
32;27;8.89864443983e-05
32;28;0.000128183216544
32;29;0.000130055924047
32;30;0.000125717638185
32;31;0.000125297581757
32;32;0.000102270402945
32;33;0.000111815132315
32;34;0.000116740602382
32;35;0.000119175306876
32;36;0.000120327290229
32;37;9.64444158683e-05
32;38;0.00010101010101
32;39;0.000116135026324
32;40;0.000102312257008
32;41;0.000102197240675
32;42;0.000113263110205
32;43;9.68460470672e-05
32;44;9.37148569287e-05
32;45;0.000100711695985
32;46;0.000118287201325
32;47;0.000115194102062
32;48;0.000103156591706
32;49;0.000102796052632
32;50;0.000103544679529
32;51;9.84930562395e-05
32;52;0.000118755442958
32;53;0.000107611736853
32;54;0.000100694794079
32;55;9.82253945387e-05
32;56;0.000119636305631
32;57;0.00012200577494
32;58;9.34870676223e-05
32;59;9.26669549639e-05
32;60;9.99067536965e-05
32;61;8.6278795548e-05
32;62;0.000104540544308
32;63;0.000110047320348
32;64;0.00010511562719
32;65;9.2988655384e-05
32;66;0.000102894772946
32;67;0.00010478519036
32;68;0.000108264164562
32;69;0.000115589119211
32;70;0.000109090909091
32;71;0.000117952347252
32;72;0.000129477772982
32;73;9.8625813663e-05
32;74;9.30549955023e-05
32;75;9.53137410643e-05
32;76;0.000101419878296
32;77;9.94002849475e-05
32;78;9.32371954252e-05
32;79;9.63081861958e-05
32;80;0.000122055413158
32;81;8.89996440014e-05
32;82;0.000104398663697
32;83;0.000130089761936
32;84;9.8093712193e-05
32;85;0.000115691643207
32;86;0.000116094578383
32;87;0.000102767881611
32;88;0.000106549225742
32;89;0.000107365256603
32;90;0.000122965938435
32;91;9.03315166662e-05
32;92;0.000107446008381
32;93;9.5489703027e-05
32;94;0.000102441522964
32;95;0.000108397167221
32;96;0.000125099036737
32;97;0.000110027140028
32;98;0.000100755667506
32;99;9.80424196869e-05
